review,rating
"Very nice Bag awesome, light wait and strong",5.0 out of 5 stars
"The bag looks really good and is spacious. The material is quiet thin, the bag is not lined either. It's too early to say anything about the durability. Hope it lives up to the brand's expectations.",4.0 out of 5 stars
Good product,4.0 out of 5 stars
 This very light and has very pocket that's help me lot for travelling. Thank you Amazon.,5.0 out of 5 stars
"Super product, I loved it a lot. Thanks amazon for safe delivery. Loved this product and got it for better price.",5.0 out of 5 stars
The product is Ok. Not so great. Can be used for light traveling,4.0 out of 5 stars
Base should be hard so bag becomes stable,4.0 out of 5 stars
Nice bag ...material is very good ...comfortable,4.0 out of 5 stars
Good,4.0 out of 5 stars
"Yes
Using regularly",5.0 out of 5 stars
Don't buy waste if money,1.0 out of 5 stars
Duplicate copy product,2.0 out of 5 stars
Great Product & Value of Money 👌,4.0 out of 5 stars
 Nice product,5.0 out of 5 stars
It is not at all water resistance,4.0 out of 5 stars
Value for money! Throughly loved the product. Excellent quality and the price at which it is offered by amazon if totally amazing.,5.0 out of 5 stars
Nice,3.0 out of 5 stars
The product i.e American Tourister Backpack purchased through amazon looks very good quality at a competitive price and it deserves the best.,4.0 out of 5 stars
Very good quality product.,5.0 out of 5 stars
Nice Product !!!,4.0 out of 5 stars
It is very light weight 500grams approx. It can not take heavy load ....,3.0 out of 5 stars
"Not upto the mark, material looks cheaper",3.0 out of 5 stars
Good,4.0 out of 5 stars
not suitable for traveling..... normal use only,4.0 out of 5 stars
The Bag's quality is too good but only flaw is that it doesn't come with rain cover. Please Provide the rain Cover and It will blow the mind in this product range.,4.0 out of 5 stars
"The bag is good, light weight. Color combination is excellent.",4.0 out of 5 stars
Good.. American tourister always gives best quality...❤️,4.0 out of 5 stars
Good product 🙏 value of Money 💵💵💵,5.0 out of 5 stars
It's good but it's not for weight,4.0 out of 5 stars
This product water resistance quality is not good but traveling and light weight quality very good....,4.0 out of 5 stars
its not water resistant and it is very light and and storage is good,3.0 out of 5 stars
The lower material is not that strong it is damaged in less than 5 months,4.0 out of 5 stars
Quality wise they have compromise ....&money only expecting much ..,1.0 out of 5 stars
" Very good product and best for college students light weight but , little expensive",4.0 out of 5 stars
Unsatisfy,1.0 out of 5 stars
"It is duplicate one
Product is not gud very cheap quality
Better to not buy this product
Time waste and money waste",3.0 out of 5 stars
Very useful and light weight,5.0 out of 5 stars
Good for traveling...,4.0 out of 5 stars
Water resistance is low travelling purpose is Good and light weight quality is good,4.0 out of 5 stars
"Average product...not too good as the name ,look and company seems to be.",3.0 out of 5 stars
One word for american tourister is 'FANTASTIC'❤️❤️❤️❤️◾,4.0 out of 5 stars
Very good product just a bit overpriced.,4.0 out of 5 stars
To carry books in school tutions and other places I like this bag very much😀😀😀😀😀 this bag is too cool 😎,5.0 out of 5 stars
Recived the product today. The cloth material are ok. But not that much satisfied. And it doesn't look like 32L. My old American Toursiter bag is 21L. This bag looks smaller than that. Not that much satisfied,2.0 out of 5 stars
It is too flimsy,3.0 out of 5 stars
"As per brand it's not good.
Go for gear than american.i bought many of American bag but returned all .not satisfied as spent money.so Don't go for it",3.0 out of 5 stars
Value for money,5.0 out of 5 stars
Ok kind,4.0 out of 5 stars
Nice durable for college and school use....not an ideal choice for carrying laptops,4.0 out of 5 stars
Not good,1.0 out of 5 stars
Pasand hai,5.0 out of 5 stars
Well you’re having original American Tourister.,4.0 out of 5 stars
Not for rug and tuf use,3.0 out of 5 stars
 Fake product not look like american turister,2.0 out of 5 stars
I think it's not original.,4.0 out of 5 stars
This bag is too big size. Not perfect for laptops. Not perfect for this price range.. Quality is too bad....,3.0 out of 5 stars
It is a large bag it is not having laptop pouch but for travel it can carry our large packages,4.0 out of 5 stars
Very good,5.0 out of 5 stars
Good for travel..,3.0 out of 5 stars
Thread is coming out within 10 days of purchasing,1.0 out of 5 stars
Don't buy,1.0 out of 5 stars
Best product for price,5.0 out of 5 stars
"Good Product 👌👌👌👌
Very Nice👌👌👌👌",4.0 out of 5 stars
" Look and light weights
Better than expected
Water resistance",5.0 out of 5 stars
Worst,1.0 out of 5 stars
Product good and water resistant not ok,3.0 out of 5 stars
Average product,3.0 out of 5 stars
 Hight,5.0 out of 5 stars
Missing Laptop pocket,3.0 out of 5 stars
extraordinary👍👍👍👍,5.0 out of 5 stars
Poor Quality....,3.0 out of 5 stars
Ok ok product,3.0 out of 5 stars
Good product but this is not same in the pic but it is good,4.0 out of 5 stars
Good Quality bag but price must be a little low.,4.0 out of 5 stars
"When it came to me, it was dirty, look like someone has used it before, quality wise it is not good as per the value , I'll suggest buy a bag under 500rs rather spending 1099rs in this bag !",2.0 out of 5 stars
value for money product and large space to carry individuals personal things!,4.0 out of 5 stars
The product is similar to the picture.Good quality.4 compartments.The chains are good too.But the bottle holder is not that satisfying.The delivery was on time.Nice packing.,4.0 out of 5 stars
Water resistant and light weight,5.0 out of 5 stars
"Nice product , rough n toughm",4.0 out of 5 stars
Works well has plenty of space to fit in anything good to keep lot of stuff ... Even good for people who carry lot of stuffs around .. bought it at an offer of 800rs worth it,5.0 out of 5 stars
The front of the bag is not made of a very good material it feels kind of a cheapster bag from front.,4.0 out of 5 stars
Perfect,4.0 out of 5 stars
Nice,4.0 out of 5 stars
Like,5.0 out of 5 stars
Like the colour and upto some extent durable..but very bad option for rainy days bcz it us not waterproof,4.0 out of 5 stars
It's very spacious and the material quality is good. Got a good deal at very reasonable price. Has 3 compartments. And all are spacious.,5.0 out of 5 stars
Nice product at this price range,4.0 out of 5 stars
Light in weight,5.0 out of 5 stars
"Product is nice with light weight
And delivery man is on excellent timing",4.0 out of 5 stars
It's MADE IN China imported and selled by company .,3.0 out of 5 stars
Most bad quality bag I ever use. After 10days of using it fabrics getting useless & damage,1.0 out of 5 stars
"Not so happy,,,,,
But satisfied.",4.0 out of 5 stars
Good,3.0 out of 5 stars
"Good for schoolkids, the 3 zips are Incredibly useful for them to store books, I gifted one to my nephew and he has been using it for the past 4 months with no ripping or threads coming loose.",5.0 out of 5 stars
Osm,4.0 out of 5 stars
 ❤️❤️,2.0 out of 5 stars
Ok,4.0 out of 5 stars
Quality of this product is very poor,2.0 out of 5 stars
Old product dirty,1.0 out of 5 stars
"Value of money look like goods
Quality is very good
I love it this bag
I'm happy to this purchase",5.0 out of 5 stars
"Worst material quality..
I think this bag 2nd or 3rd quality.",2.0 out of 5 stars
Quality is not maintained,2.0 out of 5 stars
nice product and fast delivery,4.0 out of 5 stars
Just amazing product ...colour is very fine and look is awesome and most important thing is price i bought this backpack at 799...go for it....,5.0 out of 5 stars
Damaged and used bag sendby you returned it.my child is too upset and not feeling good pl.take necessary action,4.0 out of 5 stars
Good quality...But made in China tag,4.0 out of 5 stars
It got torned within 6 months,3.0 out of 5 stars
🙏,3.0 out of 5 stars
"Bag quality is really nice. Sent me Original American Touriter bag.
Everything is good.
Just loved it",5.0 out of 5 stars
I LIKE THE BAG STABILITY IF YOU ARE GOING TO BUY A SCHOOL BAG GO FOR THIS. I HAVE SKYBAG SCHOOL BAG BEFORE BUT IT IS NOT A GOOD PRODUCT I BUY 2 BAGS BOTH COLORS ARE DULL AND LOOK LIKE OLD BUT AMERICAN TOURISTER HATS OFF TO YOU.,5.0 out of 5 stars
"Got a faulty bag with some torn part. When my friend noticed it it was moment of shame as he said not to buy the product but i still bought it.
Rest it is amazing but plz next time check for faults in your products @amazon!",3.0 out of 5 stars
Average quality,2.0 out of 5 stars
"Don't let a brand fool you. I never expected such a poor quality product from them. For starters, inside of the bag tore and it's like one compartment with two zibs. It looks nice. Looks can always be deceiving. Learnt it the hard way.",1.0 out of 5 stars
No special space for keep laptop.,2.0 out of 5 stars
Gud bag,3.0 out of 5 stars
Chiep,1.0 out of 5 stars
"Bag is light, quality is poor.",4.0 out of 5 stars
It is like good not very good,4.0 out of 5 stars
Good,4.0 out of 5 stars
I think the material is not of a good quality.. other than the material everything is good,4.0 out of 5 stars
Third class quality,1.0 out of 5 stars
Good,5.0 out of 5 stars
It's not water resistant at all,4.0 out of 5 stars
Colour like,2.0 out of 5 stars
"Too good,, 😍 I love it",4.0 out of 5 stars
"It is good and light weight, not exactly as picture shown in advertise actually it is light dull. In advertising it is high glossy. But nice product. Inside material is very thin",4.0 out of 5 stars
Good product,5.0 out of 5 stars
every thing is ok in this bagpack but i got a damage product.,4.0 out of 5 stars
Quality of bag is not good,1.0 out of 5 stars
It is good product have big space,4.0 out of 5 stars
"Awesome product, for using school and traveling all purposes beg and yes,, this is American Tourister beg brand,, and thanx to Amazon who offer me cheap rate in Festval time",5.0 out of 5 stars
"Nice bag, appropriate space, good quality, appearance is ok, but price is little bit high.",4.0 out of 5 stars
This bag is awesome u should buy it in 999 rupee. Its a good deal in that price i am very happy about this bag this bag is 100 percent genuine,5.0 out of 5 stars
It'good but his chain was not impressive..,4.0 out of 5 stars
"Bag as per specification..
Delivered very fast",3.0 out of 5 stars
Good,5.0 out of 5 stars
Product quality not do expected,4.0 out of 5 stars
Quality of the bag is not as expected...Looks like a local bag not as a company product,3.0 out of 5 stars
The bag is so attractive🔥🔥,4.0 out of 5 stars
"Its having American tourister but with made in India
And American tourister is Chinese brand",1.0 out of 5 stars
Nice one worth it,4.0 out of 5 stars
Good product,3.0 out of 5 stars
I like this product,4.0 out of 5 stars
Everything is good about d bag. D only thing I'm nt liking is d net given in side of bag. It's too highlighting plus too hard.,4.0 out of 5 stars
"Still a new one, lot of space in it, so u might get surprised how many things can b kept in it,",4.0 out of 5 stars
Good to carry out,4.0 out of 5 stars
Worth for money 800,4.0 out of 5 stars
Worth the money . Nice color. Good material,4.0 out of 5 stars
Water resistant not perfect,4.0 out of 5 stars
Best bag for student,4.0 out of 5 stars
Good,5.0 out of 5 stars
Good looks....light weight..value for money...got for 804rs in sale,4.0 out of 5 stars
Very much Setisfied,5.0 out of 5 stars
Not so durable don't buy it,3.0 out of 5 stars
Almost satisfactory,4.0 out of 5 stars
Great volume the bag is quite handy and can hold a lot of things. But there is no laptop compartment.,4.0 out of 5 stars
Good space in bag,4.0 out of 5 stars
Ultra light weight ..... But not so good in water resistant..,4.0 out of 5 stars
Bag is good but Quality is very bad 😞 just like a local brand.,1.0 out of 5 stars
"Nice product
But the material seems to be local
But it has the quality by american tourister
Nice product",4.0 out of 5 stars
Nice product,5.0 out of 5 stars
"Worthy for penny Seems to be improve,there is no spongy layers in between 2 &3 compartment
I like to know about it was original or fake",4.0 out of 5 stars
Good,5.0 out of 5 stars
Ok ok product,3.0 out of 5 stars
Over all Good Product,4.0 out of 5 stars
Good,4.0 out of 5 stars
Good quality but without Laptop Compartment..Original product.,4.0 out of 5 stars
Good,5.0 out of 5 stars
Bag is almost good but no laptop compartment,4.0 out of 5 stars
Good and costly to much,4.0 out of 5 stars
It has a huge space,4.0 out of 5 stars
Its good product,3.0 out of 5 stars
Over priced,3.0 out of 5 stars
Quality is very low. Like normal 400-500 bag.,3.0 out of 5 stars
Not worth buying coz it start peeling after a month. Please stop buy. Waste of money.,1.0 out of 5 stars
"Bag looks good and spacious......But it doesn't look like 1150/-.......As the zips r not good and it doesn't look water proof....Zips r very poor except one zip in front bottom....Other wise
👌",4.0 out of 5 stars
Got it on discounted price in an offer. Its become my new travel buddy..!! Great product and thanks for the discount.,5.0 out of 5 stars
Build quality not good,3.0 out of 5 stars
Very good quality,5.0 out of 5 stars
Nice bag but not much duarable,5.0 out of 5 stars
Poor matarial use,3.0 out of 5 stars
Office,5.0 out of 5 stars
This bag is very lightweight this is my personal experience,4.0 out of 5 stars
"Bright, spacious and great for daily use or travelling purposes. Multi pockets make it easier to space things out. Worth the price.",5.0 out of 5 stars
Nice bag perfect for children,4.0 out of 5 stars
good,5.0 out of 5 stars
"Looking, finished, great.. better for traveling, AMERICAN TOURISTER IS A GREAT COMPANY. I HAVE NO WORDS TO DESCRIBE IT, ONLY CAN SAY..GREAT..",5.0 out of 5 stars
Good,3.0 out of 5 stars
Dislike,3.0 out of 5 stars
Product is excellent for this price,5.0 out of 5 stars
Nice product with good pricing,4.0 out of 5 stars
It's best to give a rain cover to the bag because it is most reasonable price I have ever seen,5.0 out of 5 stars
The product is of good quality.,4.0 out of 5 stars
Average,1.0 out of 5 stars
Nice product for regular use. Original product with official mark.,4.0 out of 5 stars
Good product,5.0 out of 5 stars
Amazing and original product. In love with it.,5.0 out of 5 stars
Nice and sturdy product . Very nice look also. Very good product for traveling and school use also. Very light in weight.,5.0 out of 5 stars
No water resistance. Even cover is not included with this product. Durability is okay if we don't consider water resistance. O don't find it to be an AT level product.,3.0 out of 5 stars
valuable product.,5.0 out of 5 stars
Water resistance quality is very poor,2.0 out of 5 stars
Produced is very nice,4.0 out of 5 stars
Good product 👍,4.0 out of 5 stars
Pocket are less,4.0 out of 5 stars
It could be more sturdy... The water bottle holder net got torn within 3 months and even the bottom small pocket got a tiny hole as the thread loosened.,3.0 out of 5 stars
I got lucky and got good deal product quality is very good and i always have good exprience with amazon products,5.0 out of 5 stars
Same like picture,3.0 out of 5 stars
This bag looks good but in photo & real there are so many differences.But it is good for daily life,4.0 out of 5 stars
It wasnt suitable. it folds quickly. It is durable but I dont want to use it.,2.0 out of 5 stars
Very good product,5.0 out of 5 stars
Its awesome product,4.0 out of 5 stars
Improve quality,2.0 out of 5 stars
Nice,5.0 out of 5 stars
Saandar by- air...,4.0 out of 5 stars
I liked this product,4.0 out of 5 stars
Not very good bag just ok for childs,4.0 out of 5 stars
Very nice bag,4.0 out of 5 stars
"Nice product
Quality is best, colour combination is very nice.
At reasonable price product is very good",5.0 out of 5 stars
Not so bad,4.0 out of 5 stars
Not water resistant,4.0 out of 5 stars
Value for money,4.0 out of 5 stars
Nice quality,5.0 out of 5 stars
Nice bag.,4.0 out of 5 stars
"Except the fact that thickness of the material is less, it's a great product.",3.0 out of 5 stars
Like,5.0 out of 5 stars
Very nice bag with great price. My friend loved it,5.0 out of 5 stars
Not water resistant,4.0 out of 5 stars
After seeing some reviews I felt worried but this is an awesome backpack. Using for 1 month totally satisfied,5.0 out of 5 stars
It is very good am satisfied,4.0 out of 5 stars
Looks completely different when you compare with the photo shown here. Quality is good. Prielce is high.,3.0 out of 5 stars
Look good...... But not so good it's normal backpack colour is awesome ........ And the most important zips is amazing,4.0 out of 5 stars
Best product,5.0 out of 5 stars
Effective price 717only,4.0 out of 5 stars
"Printing Qwality not good(Americal Touristor Print on Front Side), but product is very good.",3.0 out of 5 stars
Awsome Bag quality ❤️,4.0 out of 5 stars
The bag is very nice more space than other bag very good product thank you Amazon,5.0 out of 5 stars
Good ..what i need.. good space and green and grey gives awesome look to u.. laptop like compartment in 2 nd chain love this ... and the bag of back is to soft while hanging on ur shoulder u feel like that u carry nothing in bag 😚And the bag on sale ₹1029 👌good deal just go for it,5.0 out of 5 stars
"No dislikes within this product, colour is attractive mode, insights r awesome to place our belongings like hand kerchief, bottles, pocket wallets... it'll be more feasible for endured travelling s for the time being of occasions, trips,
festives...etc",5.0 out of 5 stars
Original product and value for money product,5.0 out of 5 stars
Key is not up to the mark,4.0 out of 5 stars
Material is good,4.0 out of 5 stars
receiving product as not as showing image..... but not bed...,3.0 out of 5 stars
Value for money,4.0 out of 5 stars
Very thin product waste of money,3.0 out of 5 stars
"Good, value for money",4.0 out of 5 stars
Durable.. Worth the price,4.0 out of 5 stars
Very good quality and design i Love it,4.0 out of 5 stars
Super product IAM satisfied,4.0 out of 5 stars
Nice product,5.0 out of 5 stars
Plz don't buy this bag....it's waste of money.....,1.0 out of 5 stars
Nice,5.0 out of 5 stars
Bought it 2 eka back.so far good.light wt.,4.0 out of 5 stars
Costly in comparison of quality,1.0 out of 5 stars
Nice product,5.0 out of 5 stars
Happy abt the producr,4.0 out of 5 stars
Long enough to keep long drawing books and other books.,5.0 out of 5 stars
Good quality. Nice product...,4.0 out of 5 stars
Best quality,4.0 out of 5 stars
It's a good looks good colour also looks good quality is ok but as per brand it's not that good it's not a rain proof,4.0 out of 5 stars
Nice bag.. good space..,4.0 out of 5 stars
Ultimate product,4.0 out of 5 stars
Not so good,4.0 out of 5 stars
Outer material is not good,4.0 out of 5 stars
Very light stuff . I returned the item .,1.0 out of 5 stars
The bag is comfortable to carry things,4.0 out of 5 stars
"Don't skip this review! I am studying in 11th Std. I purchased this bag, Delivery was good. To say the truth This bag is small for a school student. It is perfect for college students, quality wise it'd not soo good",3.0 out of 5 stars
It's good under₹800 orr almost this price range,5.0 out of 5 stars
The product is superb with light weight.the only thing is missing is the key chain which is being provided by the brand. And the warranty card seller stamping is not done.,4.0 out of 5 stars
Nice product,4.0 out of 5 stars
Best product,4.0 out of 5 stars
Vry good,4.0 out of 5 stars
Very good,4.0 out of 5 stars
Light weight,4.0 out of 5 stars
"American Tourister Bag is good & Tuff.
Go for it.
Very beautiful Orange & Grey Colour looks Great on Bag.",5.0 out of 5 stars
"Like-good space, good fabric, chains are good quality.
Dislike-only concern from backside it should be little bit hard to keep it straight",4.0 out of 5 stars
Nice product...,4.0 out of 5 stars
Light weight,4.0 out of 5 stars
Good product,4.0 out of 5 stars
Go for it blindly without hesitation it will be good more than you expectation,5.0 out of 5 stars
Waste of money,3.0 out of 5 stars
Light wait,4.0 out of 5 stars
Full comfatablables,4.0 out of 5 stars
Great design,4.0 out of 5 stars
"It's okk in first use.
Looking good product.",4.0 out of 5 stars
"Its good but when i washed the bag , its design came off",3.0 out of 5 stars
Nyc bag............,4.0 out of 5 stars
Good product,4.0 out of 5 stars
It's really specious & very comfortable for traveling.,4.0 out of 5 stars
Nice to carry,4.0 out of 5 stars
Water resistant,4.0 out of 5 stars
Superb... Is it very easy to carry.....,5.0 out of 5 stars
Everything is fine no problem in this bag.,4.0 out of 5 stars
Gud product,4.0 out of 5 stars
Light weight,4.0 out of 5 stars
Good product,4.0 out of 5 stars
Decent as it's price,3.0 out of 5 stars
Good product,4.0 out of 5 stars
Good quality...,4.0 out of 5 stars
Less capacity,4.0 out of 5 stars
Nice ..products,4.0 out of 5 stars
Nice products,4.0 out of 5 stars
"Using since one year, still in good condition",4.0 out of 5 stars
Nice quality and worth for money,4.0 out of 5 stars
"Bag is good ,it has have big space inside and the zip quality is very good",5.0 out of 5 stars
Good product,4.0 out of 5 stars
Light weight,4.0 out of 5 stars
Good but not great,4.0 out of 5 stars
Not bad,4.0 out of 5 stars
Awesome product....,4.0 out of 5 stars
Nice product,4.0 out of 5 stars
Perfect school bag,4.0 out of 5 stars
I really loved this bag. It looks super stylish and comfortable. Really just buy it I highly recommend this product.,5.0 out of 5 stars
Good backpack.,4.0 out of 5 stars
Very nice,4.0 out of 5 stars
Good product,4.0 out of 5 stars
"Well the look is as given in the photos, light weight and has too much of space. Its very classy bag.",5.0 out of 5 stars
Mujhe ye replace karwana h abhi warranty me h ye bag,1.0 out of 5 stars
I expected it could be better but it did not reach up to my thoughts,2.0 out of 5 stars
Average quality,3.0 out of 5 stars
Nice look,4.0 out of 5 stars
It is suitable only for traveling. But for school and college it is not good because of its big size.,3.0 out of 5 stars
"I use this bag for like a year or so and it's still durable. I use it daily, many people even step on it when I travel in bus but its stands strong.",5.0 out of 5 stars
....ajaksksks,3.0 out of 5 stars
Still going badass very bestest bag i love it thank you american tourister😀😀,5.0 out of 5 stars
Nice product,4.0 out of 5 stars
Good,4.0 out of 5 stars
The self weight of bag is very less in comparison to other bag. And very comfort with users. It divert the weight on all-over your back that we feel less weight than original weight. I bought it in month of June and this is November till now no complaints.,5.0 out of 5 stars
Good product,4.0 out of 5 stars
This item is good,4.0 out of 5 stars
The bags looks really good and is big and strong enough to carry lots of books amd stuff. It's water resistant to much extent.,4.0 out of 5 stars
Liked it especially if you want to travel with laptop along with clothes for one to two days.,5.0 out of 5 stars
I like this product. Thank you amazon 👍♥,5.0 out of 5 stars
"Dear friend , I ordered this bag and now I fully satisfy with its quality and space in it. And delivery was too good. I purchase it 918 rs and after I got some another discount so effective price is 780 rs. So if u want buy this bag so u can purchase it.",5.0 out of 5 stars
"I like the bag but pure orange collour is not proper.
All is ok.
Like it.
Buy for high item keptable.
Thanks.",5.0 out of 5 stars
Good one,5.0 out of 5 stars
Nice product. . But not warmer resistance. .,4.0 out of 5 stars
"Superfast delivery by Amazon,got in less than 24 hours. Appearance stylish,light weight. Carried 8 kg in it on a journey.Quality as expected from brand.Happy purchase.",5.0 out of 5 stars
Value for money,4.0 out of 5 stars
Its color is not exactly same as shown in the image,4.0 out of 5 stars
Too big...,3.0 out of 5 stars
Good product U can buy this bag.Price is good,5.0 out of 5 stars
"The bag is good looking, attractive and nice, but I strongly recommend to take a time to think about the quality, mine, got torn in about 2 months....",3.0 out of 5 stars
"You could mention ""water resistance"", ""for travelling"" and ""light weight"".",4.0 out of 5 stars
"No words for bag, American tourister as always never fails to meet the requirements",5.0 out of 5 stars
I've used this bag for more than one month. It's all good till now.,4.0 out of 5 stars
Worth to buy,4.0 out of 5 stars
"Good product nice to carry for trip, but inner layer are too light but no problem v can handle it",4.0 out of 5 stars
"I like this colour of bag (red) , light weight,",4.0 out of 5 stars
But not better than skybag quality,3.0 out of 5 stars
Very nice bag .,4.0 out of 5 stars
Only dislike is material thin material used. Durability seems to be less. Otherwise tje product is good n worth for pricing,5.0 out of 5 stars
"Good product from AT. I like the bag, size is enough for daily routine offices, works but one more zip will be beneficial.",5.0 out of 5 stars
Water bottle pocket not good enough.,4.0 out of 5 stars
Good,4.0 out of 5 stars
This is completely come as it is shown in the pic.. no issues.. till i received..,4.0 out of 5 stars
Good,4.0 out of 5 stars
This bag is awesome it is comfortable to wear this bag is water resistant light weight and comfortable for travelling.,5.0 out of 5 stars
Ok,4.0 out of 5 stars
"Quality is below average
Not up to the mark so i return the product.",3.0 out of 5 stars
Overall good,4.0 out of 5 stars
Packing is not good,3.0 out of 5 stars
Excellent,4.0 out of 5 stars
Good bag and it has good colour I suggest to other consumer to buy it.,4.0 out of 5 stars
Very good product,3.0 out of 5 stars
Ok,4.0 out of 5 stars
Good,4.0 out of 5 stars
Normal,3.0 out of 5 stars
Good,4.0 out of 5 stars
Good product,3.0 out of 5 stars
Good,4.0 out of 5 stars
Good,4.0 out of 5 stars
Nice,4.0 out of 5 stars
Good,4.0 out of 5 stars
"Water resistant, light weight, durable.",5.0 out of 5 stars
It's good. But not water proof,4.0 out of 5 stars
Nice,4.0 out of 5 stars
"It's a light weight bag and it is use traveling comfortable
Good quality bag
And looking so good",5.0 out of 5 stars
Good,4.0 out of 5 stars
Super,4.0 out of 5 stars
Made of flexible material. Cant stand straight as shown in picture.,3.0 out of 5 stars
This is the best traveling bag.we can go anywhere simply is this using durability and compatibility..Lots of space,5.0 out of 5 stars
Good,4.0 out of 5 stars
It is good but the green straps should not be there,4.0 out of 5 stars
Good,4.0 out of 5 stars
Good,4.0 out of 5 stars
In only 3months the threads of bags are broken,4.0 out of 5 stars
It tore off very quickly. Not sure if it’s authentic,1.0 out of 5 stars
Good,4.0 out of 5 stars
Good,4.0 out of 5 stars
Good,4.0 out of 5 stars
Good product,4.0 out of 5 stars
Good,4.0 out of 5 stars
Hmm,4.0 out of 5 stars
Very small compared another 33lts bag,4.0 out of 5 stars
Nice,4.0 out of 5 stars
Best bag,5.0 out of 5 stars
Good,4.0 out of 5 stars
Good,4.0 out of 5 stars
Light weight good for travelers,4.0 out of 5 stars
Good,4.0 out of 5 stars
Good,4.0 out of 5 stars
Good,4.0 out of 5 stars
Good,4.0 out of 5 stars
Like,5.0 out of 5 stars
Descent,3.0 out of 5 stars
Product is good,4.0 out of 5 stars
It's look is very unique the best part of this is that it's very light and easy to wash.,5.0 out of 5 stars
"Great product. It is lightweight and greatly designed. But if you are going for a rough use, beware of the whites getting dirty. If you keep it on the ground while traveling, it can get dirty easily but this is reversible.",5.0 out of 5 stars
Nice,4.0 out of 5 stars
I've been using this product from last 3 months. The main problem is some unfinished stitches came out while carrying,4.0 out of 5 stars
Good,4.0 out of 5 stars
Lot of space. Slim & light in weight. Back cushion which give more comfort. Worth the value.,5.0 out of 5 stars
I m very satisfied with this item. Very light weight and very comfortable. So I love this bag.,5.0 out of 5 stars
Its okok,4.0 out of 5 stars
Light and nice must buy,5.0 out of 5 stars
Nice product and very light weight it is for from class 8 to 10,5.0 out of 5 stars
Goood,4.0 out of 5 stars
Value for money,5.0 out of 5 stars
Very good bag go for it ..,5.0 out of 5 stars
Nice,4.0 out of 5 stars
NYC very good,5.0 out of 5 stars
It's Light Weight & Attractive design..,5.0 out of 5 stars
"The bag is not as it is shown, there is no support system that's why the bag gets fully bend",2.0 out of 5 stars
A great bag in this price range. I bought it for Rs 899/-. Absolutely love it.,5.0 out of 5 stars
Good,4.0 out of 5 stars
Good,4.0 out of 5 stars
"Its light weighted, I'm doubtful if it's original or not. But let's see",4.0 out of 5 stars
Nice and comfortable,4.0 out of 5 stars
 Zip not working,1.0 out of 5 stars
Good,4.0 out of 5 stars
"Very nice quality, durability and beautiful bag in budget amount. Thanks to Amazon",5.0 out of 5 stars
It's very light weight. Seems like it will easily get teared off.,3.0 out of 5 stars
"Very good product,very spacious and strong, but not good for carrying books due to its huge size but very good product.",4.0 out of 5 stars
"Very good product, absolutely worth buying, genuine product
In one line , i am fully satisfied with the product",4.0 out of 5 stars
"VERY GOOD QUALITY PRODUCT WITH LARGE SIZE (AROUND 37 LITRE), THREE CHAMBERS, LIGHT WEIGHT, SMOOTH CHAINS, WATERPROOF, FINE FINISHING AND BRIGHT COLOUR.",5.0 out of 5 stars
"This backpack is amazing..
First I ordered the same bag with grey colour from Flipkart but the price was 1234.56 rupees but when I searched this product from Amazon price was 920 only.... And also delivery time was osm. U can go through with this bag for travelling ,school ,college nd etc. U all can judge from pics😄",5.0 out of 5 stars
The strap broke in 4 days,1.0 out of 5 stars
Amazing very very good product 👌👍 go for it,5.0 out of 5 stars
Best quality,4.0 out of 5 stars
Good quality,4.0 out of 5 stars
Product quality is too good. They delivered the same product as what it is look like in photograph.,5.0 out of 5 stars
"Best bag at this price range.
Light weight and have a lot of space",5.0 out of 5 stars
Perfect bag at first class quality,5.0 out of 5 stars
"Quality is not up to the mark..I chose AT for it quality but disappointed.
No safety belt inside for tying laptop.",2.0 out of 5 stars
It's a good product in this price.....thanks Amazon,4.0 out of 5 stars
Excellent,5.0 out of 5 stars
Poor quality,2.0 out of 5 stars
"Best product in this range
Must purchase",5.0 out of 5 stars
This product is just amazing 👏just loved it,5.0 out of 5 stars
Awesome product,4.0 out of 5 stars
Material quality not upto the mark.Better to buy in showroom,3.0 out of 5 stars
Not fit for Rainy season,4.0 out of 5 stars
good quality,4.0 out of 5 stars
"No need to buy, totally waste of money",1.0 out of 5 stars
So nice quality,4.0 out of 5 stars
Very nice product locking so good,4.0 out of 5 stars
Value for money product,5.0 out of 5 stars
"Ordered an year ago, condition even after a usage of an year is good",5.0 out of 5 stars
Good,4.0 out of 5 stars
Good as a price range,4.0 out of 5 stars
"Beautiful bag,go for it",4.0 out of 5 stars
the bag colour is not so dark and it doesn't have rain cover,4.0 out of 5 stars
In this amount product was very nice and suitable for traveling,4.0 out of 5 stars
"It was not upto my expectations.
As I am already using American Tourists bag pack.
The quality compared is too low.
And the provision of double le zips not provided.",2.0 out of 5 stars
Overall nice,4.0 out of 5 stars
"It is super....it is water resistance ,it has light weight ,and it us best for traveling. All over i love it most....highly mentioned that it is perfect for school students...",5.0 out of 5 stars
got this at 799. excellent product at this price,5.0 out of 5 stars
Light weight & water resistant,4.0 out of 5 stars
Good product easy to carry,4.0 out of 5 stars
Worth value,4.0 out of 5 stars
Good bag.I bought this Rs.700,4.0 out of 5 stars
"It's is water resistant ,light weight",5.0 out of 5 stars
Nice bag what not use leptop,5.0 out of 5 stars
"Quite light, spacious, stylish and looks good.
Amazing stuff...go for it.
""mehenga hase baar baar, sasta roye baar baar""",5.0 out of 5 stars
